Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR948883	1:1:1:1:1:1:1:1:1:1 (10 component) pool of NA12386, NA12767, NA18618, NA19059, NA19147, NA19179, NA19190, NA19214, NA19235, NA19247	Illumina HiSeq 2000	33336	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948883/SRR948883.sra	SRR948883.sra	SRR948883_1_1_1_1_1_1_1_1_1_1_10_component_pool_of_NA12386_NA12767_NA18618_NA19059_NA19147_NA19179_NA19190_NA19214_NA19235_NA19247.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948883/SRR948883_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948883/SRR948883_1.fastq.gz	SRR948883_1.fastq.gz	SRR948883_1_1_1_1_1_1_1_1_1_1_10_component_pool_of_NA12386_NA12767_NA18618_NA19059_NA19147_NA19179_NA19190_NA19214_NA19235_NA19247_1.fastq.gz
SRR948883	1:1:1:1:1:1:1:1:1:1 (10 component) pool of NA12386, NA12767, NA18618, NA19059, NA19147, NA19179, NA19190, NA19214, NA19235, NA19247	Illumina HiSeq 2000	33336	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948883/SRR948883.sra	SRR948883.sra	SRR948883_1_1_1_1_1_1_1_1_1_1_10_component_pool_of_NA12386_NA12767_NA18618_NA19059_NA19147_NA19179_NA19190_NA19214_NA19235_NA19247.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948883/SRR948883_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948883/SRR948883_2.fastq.gz	SRR948883_2.fastq.gz	SRR948883_1_1_1_1_1_1_1_1_1_1_10_component_pool_of_NA12386_NA12767_NA18618_NA19059_NA19147_NA19179_NA19190_NA19214_NA19235_NA19247_2.fastq.gz
SRR948882	1:1:1:1:1:1:1:1:1:1 (10 component) pool of NA07014, NA10840, NA18488, NA18511, NA18595, NA18867, NA18924, NA18957, NA19108, NA19114	Illumina HiSeq 2000	47795	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948882/SRR948882.sra	SRR948882.sra	SRR948882_1_1_1_1_1_1_1_1_1_1_10_component_pool_of_NA07014_NA10840_NA18488_NA18511_NA18595_NA18867_NA18924_NA18957_NA19108_NA19114.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948882/SRR948882_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948882/SRR948882_1.fastq.gz	SRR948882_1.fastq.gz	SRR948882_1_1_1_1_1_1_1_1_1_1_10_component_pool_of_NA07014_NA10840_NA18488_NA18511_NA18595_NA18867_NA18924_NA18957_NA19108_NA19114_1.fastq.gz
SRR948882	1:1:1:1:1:1:1:1:1:1 (10 component) pool of NA07014, NA10840, NA18488, NA18511, NA18595, NA18867, NA18924, NA18957, NA19108, NA19114	Illumina HiSeq 2000	47795	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948882/SRR948882.sra	SRR948882.sra	SRR948882_1_1_1_1_1_1_1_1_1_1_10_component_pool_of_NA07014_NA10840_NA18488_NA18511_NA18595_NA18867_NA18924_NA18957_NA19108_NA19114.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948882/SRR948882_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948882/SRR948882_2.fastq.gz	SRR948882_2.fastq.gz	SRR948882_1_1_1_1_1_1_1_1_1_1_10_component_pool_of_NA07014_NA10840_NA18488_NA18511_NA18595_NA18867_NA18924_NA18957_NA19108_NA19114_2.fastq.gz
SRR948884	tumor cell line DNA (A2058)	Illumina HiSeq 2000	20421	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948884/SRR948884.sra	SRR948884.sra	SRR948884_tumor_cell_line_DNA_A2058_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948884/SRR948884_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948884/SRR948884_1.fastq.gz	SRR948884_1.fastq.gz	SRR948884_tumor_cell_line_DNA_A2058__1.fastq.gz
SRR948884	tumor cell line DNA (A2058)	Illumina HiSeq 2000	20421	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948884/SRR948884.sra	SRR948884.sra	SRR948884_tumor_cell_line_DNA_A2058_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948884/SRR948884_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948884/SRR948884_2.fastq.gz	SRR948884_2.fastq.gz	SRR948884_tumor_cell_line_DNA_A2058__2.fastq.gz
SRR948885	tumor cell line DNA (A-253)	Illumina HiSeq 2000	17209	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948885/SRR948885.sra	SRR948885.sra	SRR948885_tumor_cell_line_DNA_A-253_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948885/SRR948885_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948885/SRR948885_1.fastq.gz	SRR948885_1.fastq.gz	SRR948885_tumor_cell_line_DNA_A-253__1.fastq.gz
SRR948885	tumor cell line DNA (A-253)	Illumina HiSeq 2000	17209	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948885/SRR948885.sra	SRR948885.sra	SRR948885_tumor_cell_line_DNA_A-253_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948885/SRR948885_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948885/SRR948885_2.fastq.gz	SRR948885_2.fastq.gz	SRR948885_tumor_cell_line_DNA_A-253__2.fastq.gz
SRR948887	tumor cell line DNA (AGS)	Illumina HiSeq 2000	22878	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948887/SRR948887.sra	SRR948887.sra	SRR948887_tumor_cell_line_DNA_AGS_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948887/SRR948887_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948887/SRR948887_1.fastq.gz	SRR948887_1.fastq.gz	SRR948887_tumor_cell_line_DNA_AGS__1.fastq.gz
SRR948887	tumor cell line DNA (AGS)	Illumina HiSeq 2000	22878	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948887/SRR948887.sra	SRR948887.sra	SRR948887_tumor_cell_line_DNA_AGS_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948887/SRR948887_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948887/SRR948887_2.fastq.gz	SRR948887_2.fastq.gz	SRR948887_tumor_cell_line_DNA_AGS__2.fastq.gz
SRR948886	tumor cell line DNA (A549)	Illumina HiSeq 2000	16089	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948886/SRR948886.sra	SRR948886.sra	SRR948886_tumor_cell_line_DNA_A549_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948886/SRR948886_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948886/SRR948886_1.fastq.gz	SRR948886_1.fastq.gz	SRR948886_tumor_cell_line_DNA_A549__1.fastq.gz
SRR948886	tumor cell line DNA (A549)	Illumina HiSeq 2000	16089	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948886/SRR948886.sra	SRR948886.sra	SRR948886_tumor_cell_line_DNA_A549_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948886/SRR948886_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948886/SRR948886_2.fastq.gz	SRR948886_2.fastq.gz	SRR948886_tumor_cell_line_DNA_A549__2.fastq.gz
SRR948889	tumor cell line DNA (CCRF-CEM)	Illumina HiSeq 2000	18284	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948889/SRR948889.sra	SRR948889.sra	SRR948889_tumor_cell_line_DNA_CCRF-CEM_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948889/SRR948889_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948889/SRR948889_1.fastq.gz	SRR948889_1.fastq.gz	SRR948889_tumor_cell_line_DNA_CCRF-CEM__1.fastq.gz
SRR948889	tumor cell line DNA (CCRF-CEM)	Illumina HiSeq 2000	18284	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948889/SRR948889.sra	SRR948889.sra	SRR948889_tumor_cell_line_DNA_CCRF-CEM_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948889/SRR948889_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948889/SRR948889_2.fastq.gz	SRR948889_2.fastq.gz	SRR948889_tumor_cell_line_DNA_CCRF-CEM__2.fastq.gz
SRR948888	tumor cell line DNA (AsPC-1)	Illumina HiSeq 2000	22222	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948888/SRR948888.sra	SRR948888.sra	SRR948888_tumor_cell_line_DNA_AsPC-1_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948888/SRR948888_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948888/SRR948888_1.fastq.gz	SRR948888_1.fastq.gz	SRR948888_tumor_cell_line_DNA_AsPC-1__1.fastq.gz
SRR948888	tumor cell line DNA (AsPC-1)	Illumina HiSeq 2000	22222	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948888/SRR948888.sra	SRR948888.sra	SRR948888_tumor_cell_line_DNA_AsPC-1_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948888/SRR948888_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948888/SRR948888_2.fastq.gz	SRR948888_2.fastq.gz	SRR948888_tumor_cell_line_DNA_AsPC-1__2.fastq.gz
SRR948891	tumor cell line DNA (HCC1187)	Illumina HiSeq 2000	12414	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948891/SRR948891.sra	SRR948891.sra	SRR948891_tumor_cell_line_DNA_HCC1187_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948891/SRR948891_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948891/SRR948891_1.fastq.gz	SRR948891_1.fastq.gz	SRR948891_tumor_cell_line_DNA_HCC1187__1.fastq.gz
SRR948891	tumor cell line DNA (HCC1187)	Illumina HiSeq 2000	12414	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948891/SRR948891.sra	SRR948891.sra	SRR948891_tumor_cell_line_DNA_HCC1187_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948891/SRR948891_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948891/SRR948891_2.fastq.gz	SRR948891_2.fastq.gz	SRR948891_tumor_cell_line_DNA_HCC1187__2.fastq.gz
SRR948890	tumor cell line DNA (DU-145)	Illumina HiSeq 2000	19745	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948890/SRR948890.sra	SRR948890.sra	SRR948890_tumor_cell_line_DNA_DU-145_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948890/SRR948890_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948890/SRR948890_1.fastq.gz	SRR948890_1.fastq.gz	SRR948890_tumor_cell_line_DNA_DU-145__1.fastq.gz
SRR948890	tumor cell line DNA (DU-145)	Illumina HiSeq 2000	19745	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948890/SRR948890.sra	SRR948890.sra	SRR948890_tumor_cell_line_DNA_DU-145_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948890/SRR948890_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948890/SRR948890_2.fastq.gz	SRR948890_2.fastq.gz	SRR948890_tumor_cell_line_DNA_DU-145__2.fastq.gz
SRR948892	tumor cell line DNA (HCC1395)	Illumina HiSeq 2000	16951	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948892/SRR948892.sra	SRR948892.sra	SRR948892_tumor_cell_line_DNA_HCC1395_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948892/SRR948892_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948892/SRR948892_1.fastq.gz	SRR948892_1.fastq.gz	SRR948892_tumor_cell_line_DNA_HCC1395__1.fastq.gz
SRR948892	tumor cell line DNA (HCC1395)	Illumina HiSeq 2000	16951	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948892/SRR948892.sra	SRR948892.sra	SRR948892_tumor_cell_line_DNA_HCC1395_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948892/SRR948892_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948892/SRR948892_2.fastq.gz	SRR948892_2.fastq.gz	SRR948892_tumor_cell_line_DNA_HCC1395__2.fastq.gz
SRR948893	tumor cell line DNA (HCC1599)	Illumina HiSeq 2000	24058	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948893/SRR948893.sra	SRR948893.sra	SRR948893_tumor_cell_line_DNA_HCC1599_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948893/SRR948893_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948893/SRR948893_1.fastq.gz	SRR948893_1.fastq.gz	SRR948893_tumor_cell_line_DNA_HCC1599__1.fastq.gz
SRR948893	tumor cell line DNA (HCC1599)	Illumina HiSeq 2000	24058	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948893/SRR948893.sra	SRR948893.sra	SRR948893_tumor_cell_line_DNA_HCC1599_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948893/SRR948893_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948893/SRR948893_2.fastq.gz	SRR948893_2.fastq.gz	SRR948893_tumor_cell_line_DNA_HCC1599__2.fastq.gz
SRR948895	tumor cell line DNA (HCT-15)	Illumina HiSeq 2000	19603	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948895/SRR948895.sra	SRR948895.sra	SRR948895_tumor_cell_line_DNA_HCT-15_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948895/SRR948895_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948895/SRR948895_1.fastq.gz	SRR948895_1.fastq.gz	SRR948895_tumor_cell_line_DNA_HCT-15__1.fastq.gz
SRR948895	tumor cell line DNA (HCT-15)	Illumina HiSeq 2000	19603	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948895/SRR948895.sra	SRR948895.sra	SRR948895_tumor_cell_line_DNA_HCT-15_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948895/SRR948895_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948895/SRR948895_2.fastq.gz	SRR948895_2.fastq.gz	SRR948895_tumor_cell_line_DNA_HCT-15__2.fastq.gz
SRR948894	tumor cell line DNA (HCC1937)	Illumina HiSeq 2000	16096	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948894/SRR948894.sra	SRR948894.sra	SRR948894_tumor_cell_line_DNA_HCC1937_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948894/SRR948894_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948894/SRR948894_1.fastq.gz	SRR948894_1.fastq.gz	SRR948894_tumor_cell_line_DNA_HCC1937__1.fastq.gz
SRR948894	tumor cell line DNA (HCC1937)	Illumina HiSeq 2000	16096	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948894/SRR948894.sra	SRR948894.sra	SRR948894_tumor_cell_line_DNA_HCC1937_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948894/SRR948894_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948894/SRR948894_2.fastq.gz	SRR948894_2.fastq.gz	SRR948894_tumor_cell_line_DNA_HCC1937__2.fastq.gz
SRR948896	tumor cell line DNA (J.RT3-T3.5)	Illumina HiSeq 2000	16702	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948896/SRR948896.sra	SRR948896.sra	SRR948896_tumor_cell_line_DNA_J.RT3-T3.5_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948896/SRR948896_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948896/SRR948896_1.fastq.gz	SRR948896_1.fastq.gz	SRR948896_tumor_cell_line_DNA_J.RT3-T3.5__1.fastq.gz
SRR948896	tumor cell line DNA (J.RT3-T3.5)	Illumina HiSeq 2000	16702	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948896/SRR948896.sra	SRR948896.sra	SRR948896_tumor_cell_line_DNA_J.RT3-T3.5_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948896/SRR948896_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948896/SRR948896_2.fastq.gz	SRR948896_2.fastq.gz	SRR948896_tumor_cell_line_DNA_J.RT3-T3.5__2.fastq.gz
SRR948897	tumor cell line DNA (LoVo)	Illumina HiSeq 2000	20727	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948897/SRR948897.sra	SRR948897.sra	SRR948897_tumor_cell_line_DNA_LoVo_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948897/SRR948897_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948897/SRR948897_1.fastq.gz	SRR948897_1.fastq.gz	SRR948897_tumor_cell_line_DNA_LoVo__1.fastq.gz
SRR948897	tumor cell line DNA (LoVo)	Illumina HiSeq 2000	20727	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948897/SRR948897.sra	SRR948897.sra	SRR948897_tumor_cell_line_DNA_LoVo_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948897/SRR948897_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948897/SRR948897_2.fastq.gz	SRR948897_2.fastq.gz	SRR948897_tumor_cell_line_DNA_LoVo__2.fastq.gz
SRR948899	tumor cell line DNA (NCI-H128)	Illumina HiSeq 2000	19659	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948899/SRR948899.sra	SRR948899.sra	SRR948899_tumor_cell_line_DNA_NCI-H128_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948899/SRR948899_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948899/SRR948899_1.fastq.gz	SRR948899_1.fastq.gz	SRR948899_tumor_cell_line_DNA_NCI-H128__1.fastq.gz
SRR948899	tumor cell line DNA (NCI-H128)	Illumina HiSeq 2000	19659	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948899/SRR948899.sra	SRR948899.sra	SRR948899_tumor_cell_line_DNA_NCI-H128_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948899/SRR948899_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948899/SRR948899_2.fastq.gz	SRR948899_2.fastq.gz	SRR948899_tumor_cell_line_DNA_NCI-H128__2.fastq.gz
SRR948898	tumor cell line DNA (MV-4-11)	Illumina HiSeq 2000	18146	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948898/SRR948898.sra	SRR948898.sra	SRR948898_tumor_cell_line_DNA_MV-4-11_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948898/SRR948898_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948898/SRR948898_1.fastq.gz	SRR948898_1.fastq.gz	SRR948898_tumor_cell_line_DNA_MV-4-11__1.fastq.gz
SRR948898	tumor cell line DNA (MV-4-11)	Illumina HiSeq 2000	18146	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948898/SRR948898.sra	SRR948898.sra	SRR948898_tumor_cell_line_DNA_MV-4-11_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948898/SRR948898_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948898/SRR948898_2.fastq.gz	SRR948898_2.fastq.gz	SRR948898_tumor_cell_line_DNA_MV-4-11__2.fastq.gz
SRR948900	tumor cell line DNA (NCI-H146)	Illumina HiSeq 2000	16628	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948900/SRR948900.sra	SRR948900.sra	SRR948900_tumor_cell_line_DNA_NCI-H146_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948900/SRR948900_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948900/SRR948900_1.fastq.gz	SRR948900_1.fastq.gz	SRR948900_tumor_cell_line_DNA_NCI-H146__1.fastq.gz
SRR948900	tumor cell line DNA (NCI-H146)	Illumina HiSeq 2000	16628	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948900/SRR948900.sra	SRR948900.sra	SRR948900_tumor_cell_line_DNA_NCI-H146_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948900/SRR948900_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948900/SRR948900_2.fastq.gz	SRR948900_2.fastq.gz	SRR948900_tumor_cell_line_DNA_NCI-H146__2.fastq.gz
SRR948902	tumor cell line DNA (NCI-H2009)	Illumina HiSeq 2000	17171	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948902/SRR948902.sra	SRR948902.sra	SRR948902_tumor_cell_line_DNA_NCI-H2009_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948902/SRR948902_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948902/SRR948902_1.fastq.gz	SRR948902_1.fastq.gz	SRR948902_tumor_cell_line_DNA_NCI-H2009__1.fastq.gz
SRR948902	tumor cell line DNA (NCI-H2009)	Illumina HiSeq 2000	17171	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948902/SRR948902.sra	SRR948902.sra	SRR948902_tumor_cell_line_DNA_NCI-H2009_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948902/SRR948902_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948902/SRR948902_2.fastq.gz	SRR948902_2.fastq.gz	SRR948902_tumor_cell_line_DNA_NCI-H2009__2.fastq.gz
SRR948901	tumor cell line DNA (NCI-H1693)	Illumina HiSeq 2000	17129	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948901/SRR948901.sra	SRR948901.sra	SRR948901_tumor_cell_line_DNA_NCI-H1693_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948901/SRR948901_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948901/SRR948901_1.fastq.gz	SRR948901_1.fastq.gz	SRR948901_tumor_cell_line_DNA_NCI-H1693__1.fastq.gz
